product_id,brand_name,cases_per_pallet,gross_weight,low_fat,net_weight,product_class_id,product_name,recyclable_package,shelf_depth,shelf_height,shelf_width,sku,srp,units_per_case
236,Best Choice,13,10.8,1,8.8,83,Best Choice Fondue Mix,0,6.88,11.1,17,98134089112,1.8100,7
237,Best Choice,14,21.6,1,19.6,84,Best Choice Mini Donuts,1,12.8,9.93,12,86234189867,2.6800,23
238,Best Choice,8,8.17,1,5.17,17,Best Choice Beef Jerky,0,3.98,13.7,17,63526576161,1.9700,32
239,Best Choice,14,16.5,1,14.5,84,Best Choice Chocolate Donuts,1,10.7,17.9,22.7,86962313055,2.2100,5
240,Best Choice,12,7.13,1,6.13,12,Best Choice Low Fat Chips,0,10.9,5.04,5.62,33492465615,0.8600,33
241,Best Choice,9,21.5,0,20.5,82,Best Choice Sesame Crackers,1,5.83,6.32,20.2,50068098902,2.9100,24
242,Best Choice,8,9.51,1,7.51,45,Best Choice Frosted Cookies,0,11.4,20.1,10.1,20716846585,2.5900,23
243,Best Choice,11,6.6,1,3.59,109,Best Choice Dried Apples,1,16.7,20.2,16.6,72628116011,2.1100,6
244,Best Choice,5,7.29,1,4.28,109,Best Choice Apple Fruit Roll,1,13.4,8.36,12.5,47633801102,2.7000,22
245,Best Choice,6,9.9,0,6.89,109,Best Choice Strawberry Fruit Roll,0,12,17.6,5.81,68782836794,1.4900,19
246,Best Choice,7,18.8,0,17.7,109,Best Choice Raspberry Fruit Roll,1,11.1,8.59,22.9,13026288151,3.2100,22
247,Best Choice,9,13,0,10,109,Best Choice Grape Fruit Roll,0,12.1,14.1,8.47,93413090109,1.7800,17
248,Best Choice,10,14.7,1,12.6,109,Best Choice Dried Dates,1,8.54,4.48,7.37,72992177605,0.8600,26
249,Best Choice,9,20,0,18,109,Best Choice Raisins,0,6.27,20.6,16.1,32616745829,1.5900,28
250,Best Choice,9,13.4,0,12.3,109,Best Choice Golden Raisins,0,10.2,6.05,14.2,95335729718,2.5900,18
251,Best Choice,12,18.6,0,16.6,109,Best Choice Dried Apricots,0,22.9,6.7,3.88,78815221190,2.4400,14
252,Best Choice,6,20.7,0,17.7,84,Best Choice Frosted Donuts,0,4.18,13.7,6.65,20771971344,2.7100,2
253,Choice,14,18.2,1,15.2,36,Choice Tasty Candy Bar,0,19.3,10.5,15.3,74969941973,0.8900,34
254,Choice,7,11.6,1,8.6,36,Choice Mint Chocolate Bar,0,8.18,19.3,6.13,76164458394,0.5600,33
255,Choice,6,8.65,1,6.64,36,Choice Malted Milk Balls,0,3.48,12.7,13.6,99600195288,0.6400,34
256,Choice,14,21.7,0,20.7,36,Choice Semi-Sweet Chocolate Bar,1,11.2,18.3,10,46130347847,2.6500,28
257,Choice,5,6.89,1,5.88,37,Choice Bubble Gum,0,15.3,17.6,18.2,62705981135,0.5300,5
258,Choice,7,18.6,0,16.6,38,Choice Spicy Mints,1,13.5,17.5,7.26,68473899960,1.7200,27
259,Choice,14,18.4,0,17.3,38,Choice Mints,1,7.96,15.6,7.38,61363868117,1.9000,20
260,Choice,7,21.9,0,18.8,36,Choice White Chocolate Bar,0,13.7,21.6,17,36369553208,1.8400,16
261,Medalist,6,17.5,0,14.5,5,Medalist Ravioli,1,4.39,17.2,9.16,57518588900,3.3800,5
262,Medalist,9,21,0,20,5,Medalist Manicotti,1,5.19,21.1,17.4,91762040257,1.3400,31
263,Medalist,7,13.9,0,11.8,5,Medalist Spaghetti,1,6.78,17.5,4.53,82148842215,3.8000,1
264,Medalist,6,18.7,1,16.7,57,Medalist Thai Rice,1,7.16,15.9,22,61727929711,2.7800,24
265,Medalist,13,10.7,1,9.69,57,Medalist Rice Medly,1,14,10.1,4.52,21352497935,3.6100,6
266,Good,12,6.89,0,5.88,43,Good Imported Beer,0,7.12,13.4,16.2,84071481823,1.6200,13
267,Good,5,6.98,0,4.98,44,Good Light Wine,0,12.1,13.4,14.6,79031686186,0.8300,24
268,Good,13,9.26,0,7.26,44,Good Chardonnay Wine,0,11.4,14.7,6.06,99771395325,1.7300,20
269,Good,13,10.5,0,8.5,44,Good Chablis Wine,0,21.4,22.3,9.88,63969365954,2.8400,12
270,Good,13,9.71,0,6.71,44,Good Merlot Wine,1,16.6,6.7,4.16,65163882374,2.2400,35
271,Good,12,12,0,9,44,Good Chardonnay,1,15.9,7.97,15.6,88599619269,2.3700,31
272,Good,10,7.07,0,6.07,44,Good White Zinfandel Wine,1,17.5,19.8,8.64,35129771828,3.9100,2
273,Good,8,9.35,0,6.35,43,Good Light Beer,0,16.8,21.1,20,51705405116,2.1800,33
274,Great,9,8.5,1,7.5,27,Great Pumpernickel Bread,0,12.1,5.48,14.3,57473323941,3.7400,21
275,Great,11,17.4,0,14.3,27,Great White Bread,1,18.5,14.2,12.6,19384593367,3.2700,35
276,Great,8,6.2,1,5.19,27,Great Rye Bread,1,8.96,19.2,9.13,84390278458,3.8600,11
277,Great,6,11.5,1,9.5,26,Great English Muffins,0,16.6,22.1,16.7,68952094912,2.4100,24
278,Great,7,8.55,1,5.55,26,Great Cranberry Muffins,1,9.49,9.99,14.4,13195546269,3.3600,2
279,Great,5,6.44,1,5.44,26,Great Muffins,0,14.5,10.1,7.53,93582348227,2.8200,18
280,Great,7,6.29,0,3.28,25,Great Bagels,0,11.4,13.7,17.5,73161435723,1.8100,34
281,Great,6,10.1,1,8.1,26,Great Blueberry Muffins,1,4.61,10.9,19.4,32786003947,2.6300,28
282,Great,7,13.6,0,11.6,27,Great Wheat Bread,1,15.4,17,7.43,95504987835,0.9300,30
283,Super,13,17.5,1,14.5,49,Super Sesame Oil,1,18.4,13.1,21.1,90465192198,2.7300,3
284,Super,9,7.71,1,5.71,53,Super Chunky Peanut Butter,0,13.4,17.2,4.45,32421942353,0.9900,22
285,Super,7,9.85,1,7.85,51,Super Hot Chocolate,0,17.1,18.7,15.6,86619912981,1.8600,28
286,Super,9,8.25,0,7.25,50,Super Brown Sugar,1,14.5,5.57,20.1,63912299275,1.4200,35
287,Super,5,11.7,1,10.6,50,Super White Sugar,1,17.8,14.9,18.3,10033125281,1.5600,21
288,Super,8,18.9,0,16.8,90,Super French Roast Coffee,0,12.4,21.2,4.62,46563277840,2.8600,33
289,Super,10,7.96,0,5.96,90,Super Decaf Coffee,0,20.8,20.5,9.75,39236781001,1.3700,16
290,Super,5,6.09,0,3.09,90,Super Regular Coffee,1,21.3,14.9,12.3,45004699826,1.7000,14
291,Super,11,9.24,0,7.23,49,Super Vegetable Oil,0,10.3,22.9,9.32,30818099379,2.2200,32
292,Super,8,7.64,1,5.63,49,Super Corn Oil,0,5.24,4.2,3.9,95823784470,1.8100,23
293,Super,9,10.6,0,8.6,48,Super Tomato Sauce,0,21.1,22.4,9.82,26972820162,1.6000,5
294,Super,10,10.9,1,7.89,49,Super Canola Oil,0,10.4,19.4,13.4,37314141392,1.3200,30
295,Super,13,9.4,1,8.39,33,Super Grape Preserves,1,12.8,6.24,16.2,27700943350,3.1200,21
296,Super,7,11,0,8,90,Super Columbian Coffee,1,21.7,19.9,5.45,62951875329,0.5000,36
297,Super,8,17.4,1,14.3,31,Super Strawberry Jelly,0,14.7,18.1,17.4,22576443552,0.9000,26
298,Super,11,17.7,1,15.7,4,Super Pepper,0,8.49,9.38,19.3,61393297314,2.8300,34
299,Super,12,16.6,0,14.6,33,Super Low Fat Apple Butter,0,3.22,14,15,80255631804,1.6800,27
300,Super,8,16.8,0,14.7,4,Super Salt,1,15,16.5,8.62,22212381958,2.9400,5
301,Super,13,10.8,1,8.8,33,Super Apple Butter,0,21.3,6.37,18.4,76410352587,0.5300,22
302,Super,7,13.7,0,11.6,4,Super Oregano,1,17.2,15.7,5.84,53702738881,3.4500,26
303,Super,8,13.6,1,11.6,31,Super Apple Jelly,1,11.7,13.7,5.96,11040605902,2.5800,32
304,Super,10,10.1,0,8.1,32,Super Grape Jam,1,14.6,20.4,22.1,47570758461,1.8900,24
305,Super,10,6.72,1,5.71,32,Super Apple Jam,0,20.1,17.2,7.47,29027220606,3.3900,4
306,Super,13,16.5,1,14.5,32,Super Strawberry Jam,0,3.8,9.34,21,34795139431,3.9600,29
307,Super,10,18.2,1,15.2,53,Super Creamy Peanut Butter,0,7.67,16.3,9.67,20608538985,1.4800,9
308,Super,10,8.82,1,7.81,33,Super Strawberry Preserves,0,7.47,6.02,15.3,61712093949,2.1800,24
309,Super,13,18.7,1,17.7,53,Super Extra Chunky Peanut Butter,1,13.7,11.4,5.92,16763259768,3.6200,6
310,Super,11,10.8,1,8.8,33,Super Apple Preserves,1,13.1,22.2,16.4,27104580998,0.7600,29
311,Super,9,9.67,0,8.67,31,Super Grape Jelly,0,17.8,20.2,13.2,17491382956,2.1500,5
312,Excellent,12,12.6,0,10.6,30,Excellent Berry Juice,1,3.71,8.55,12.4,20972600579,2.1300,2
313,Excellent,12,7.12,1,5.11,52,Excellent Mango Drink,0,10.4,3.73,4.89,11575867533,2.8500,16
314,Excellent,10,9.26,1,7.26,52,Excellent Strawberry Drink,0,14.1,5.25,16,50392721295,1.8500,22
315,Excellent,12,15.5,0,14.5,19,Excellent Cream Soda,0,4.09,7.06,18,69255055785,0.9600,29
316,Excellent,9,7.28,0,5.28,19,Excellent Diet Soda,1,21.6,4.27,16.8,77309675812,1.3100,22
317,Excellent,14,13.1,0,11.1,19,Excellent Cola,1,19.8,10.2,7.56,65409776568,2.1800,22
318,Excellent,12,17.8,0,16.7,19,Excellent Diet Cola,1,13.3,10.5,9.17,42702162861,2.4700,8
319,Excellent,12,9.58,0,7.57,30,Excellent Orange Juice,0,10.9,7.76,7.97,90040029883,1.6000,6
320,Excellent,12,16.4,0,14.3,30,Excellent Cranberry Juice,0,13.7,3.87,13.6,36570182442,3.2600,14
321,Excellent,13,13.2,0,12.1,30,Excellent Apple Juice,1,14.7,9.2,17.7,29243685603,2.4100,13
322,Excellent,8,12.8,0,10.8,52,Excellent Apple Drink,0,4.84,21.3,14,35011604428,2.9800,28
323,Best,6,15.4,1,12.3,35,Best Oatmeal,0,18.4,19.6,7.44,75705832839,3.5000,19
324,Best,9,7.43,0,5.42,35,Best Corn Puffs,0,22.8,8.22,19.9,50711517930,1.9700,13
325,Best,7,19.1,0,18.1,35,Best Wheat Puffs,1,8.52,20.4,19.3,71860553622,1.5100,29
326,Best,11,8.87,0,6.86,35,Best Grits,1,13.6,7.75,20.4,16104004979,2.4700,5
327,Better,10,8.6,1,7.6,62,Better Canned Beets,0,8.49,18.8,18.5,96490806937,0.6000,26
328,Better,9,11.6,0,10.6,62,Better Creamed Corn,1,19.4,5.99,4.6,99972024559,1.2600,26
329,Better,8,10.9,1,8.89,62,Better Canned String Beans,1,14,20.6,3.61,59596592783,1.7400,22
330,Better,7,7.47,0,5.46,58,Better Chicken Soup,0,11.9,16.2,19.9,98413446545,3.9800,8
331,Better,14,15.9,0,13.8,62,Better Canned Yams,0,18.7,13.7,3.51,57990807890,2.8300,22
332,Better,8,9.36,0,7.35,58,Better Vegetable Soup,0,7.64,21.3,22.8,66045427918,2.2100,25
333,Better,14,17.9,1,16.8,62,Better Canned Tomatos,0,9.37,12.2,5.86,54145528674,1.3200,33
334,Better,7,9,0,8,58,Better Noodle Soup,1,19,18.5,13.7,31437914967,0.7800,26
335,Better,13,8.73,0,6.72,58,Better Regular Ramen Soup,1,8.37,17.7,6.99,78775781989,3.7400,17
336,Better,10,13.1,0,11.1,58,Better Chicken Noodle Soup,1,3.89,3.92,19.9,25305934548,1.1500,2
337,Better,10,8.34,1,7.34,58,Better Turkey Noodle Soup,1,4.76,21.6,18.4,17979437708,0.7500,9
338,Better,10,16.9,0,14.8,58,Better Beef Soup,1,8.98,18,11.3,23747356534,0.5700,6
339,Better,9,21.3,1,19.2,62,Better Canned Peas,1,22,18.6,14.3,75658625960,1.4000,31
340,Better,12,16,1,13,58,Better Chicken Ramen Soup,1,15.5,5.21,20.5,50664311051,0.6300,6
341,Better,6,21.7,0,19.7,93,Better Canned Tuna in Water,0,3,19.2,22.9,60596305727,2.7700,19
342,Better,11,14.2,1,13.1,93,Better Canned Tuna in Oil,1,17.2,4.6,17.7,94839757084,1.5000,26
343,Better,10,8.55,0,6.55,94,Better Large Canned Shrimp,0,13.3,6.7,10.5,85226559042,2.3000,29
344,Better,5,10.5,1,7.5,95,Better Fancy Canned Anchovies,1,14.6,9.34,14,88707776665,2.2800,24
345,Better,12,17.6,1,16.6,96,Better Fancy Canned Clams,1,21.7,10.1,12,24430214762,2.1100,36
346,Better,8,15.6,0,12.6,97,Better Fancy Canned Oysters,0,4.3,18,12.9,87149198651,2.1200,30
347,Better,12,11.8,1,8.8,98,Better Fancy Canned Sardines,0,9.88,9.13,14.2,16011533141,1.2000,7
348,Better,5,7.98,0,5.98,58,Better Rice Soup,1,7.97,14.6,7.29,24066153168,1.2300,25
349,Swell,7,8.62,1,7.61,3,Swell Canned Mixed Fruit,0,12,16.2,5.14,65579034686,2.3400,3
350,Swell,8,15.3,0,12.3,3,Swell Canned Peaches,1,6.82,3.6,9.54,42871420979,1.6300,12
351,ADJ,8,19.6,0,18.6,89,ADJ Rosy Sunglasses,1,9.84,17.5,13.6,66307157874,2.7600,26
352,Black Tie,7,10.6,0,8.6,103,Black Tie Eyeglass Screwdriver,0,17.6,12.4,6.19,36739440560,0.6700,8
353,Black Tie,14,8.78,0,7.77,102,Black Tie City Map,1,3.26,16.7,17.1,29412943720,1.5700,1
354,Carlson,5,9.77,0,8.77,15,Carlson Low Fat Cottage Cheese,0,17.9,7.92,20.2,35180862545,2.2500,8
355,Carlson,7,12.2,0,11.1,14,Carlson Low Fat Sour Cream,0,14.4,20.3,22.2,87092131972,0.8100,17
356,Carlson,6,8.79,0,5.78,14,Carlson Sour Cream,1,19.9,17,7.61,62097817063,2.3600,33
357,Carlson,6,12.2,1,9.19,11,Carlson Jack Cheese,1,20.7,20.8,15.9,83246852755,1.8000,17
358,Carlson,10,19.3,0,16.2,11,Carlson Muenster Cheese,0,22.9,6.08,14.8,16273263096,3.7500,30
359,Carlson,6,20.9,0,18.8,11,Carlson String Cheese,1,19.2,7.58,15.2,96660065054,1.3200,16
360,Carlson,10,9.8,1,6.8,11,Carlson Low Fat String Cheese,1,22.1,4.85,20.4,10141282677,1.3100,20
361,Carlson,12,14.1,0,12.1,11,Carlson Havarti Cheese,1,22.6,13.2,14.7,35863720774,1.1300,15
362,Carlson,9,10.8,0,9.8,11,Carlson Head Cheese,0,13.1,9.91,18.3,98582704663,3.9700,26
363,Carlson,13,8.71,1,6.71,11,Carlson Cheese Spread,1,15.5,10.1,12.2,27445039153,1.8200,22
364,Carlson,10,17.1,0,15.1,11,Carlson Sharp Cheddar Cheese,0,7.25,9.87,17.1,35499659180,2.2000,7
365,Carlson,5,11.9,0,9.89,11,Carlson Mild Cheddar Cheese,1,5.76,16.4,21.6,23599759936,3.9600,29
366,Carlson,11,19.6,0,16.6,15,Carlson Large Curd Cottage Cheese,1,22.7,22.7,20.3,90892146229,2.3600,32
367,Carlson,5,11.6,0,9.6,76,Carlson 2% Milk,1,7.15,11.4,12.9,55306581854,3.4900,27
368,Carlson,12,14.4,0,12.3,76,Carlson Buttermilk,0,21.2,9.36,4.92,91836734414,1.1400,13
369,Carlson,13,19.4,0,17.3,76,Carlson Chocolate Milk,0,9.71,8.6,10,18412367701,2.3000,31
370,Carlson,13,6.63,0,5.63,76,Carlson 1% Milk,1,13.6,11.1,17.9,24180286526,0.9200,35
371,Carlson,5,9.78,0,7.77,76,Carlson Whole Milk,1,22.6,19.1,14.9,76091555953,0.6600,13
372,Carlson,7,14.8,0,12.8,6,Carlson Strawberry Yogurt,0,11,18.3,20,51097241044,3.9800,30
373,Carlson,13,11.9,1,10.8,6,Carlson Blueberry Yogurt,1,21.3,9.54,6.33,72246276736,2.7600,19
374,Moms,6,11.3,0,10.3,81,Moms Chicken Hot Dogs,1,18.4,18.6,13.7,16489728093,1.4900,32
375,Moms,13,18.4,0,17.3,91,Moms Pimento Loaf,1,10.5,10.5,11.5,96876530051,2.2900,27
376,Moms,5,12.3,1,11.3,91,Moms Beef Bologna,0,4.38,12.6,11.8,64974904656,2.2700,3
377,Moms,12,18,0,17,91,Moms Low Fat Bologna,0,6.97,14.3,3.03,24599472880,2.1000,7
378,Moms,14,17.3,1,16.2,81,Moms Turkey Hot Dogs,1,8.95,6.91,3.21,87318456768,1.1100,6
379,Moms,6,16.2,0,14.2,81,Moms Foot-Long Hot Dogs,1,3.68,11.5,18.9,82278661131,3.8500,34
380,Moms,7,21.4,1,19.3,16,Moms Low Fat Cole Slaw,1,18.9,22.1,17.7,24235411286,1.2200,6
381,Moms,12,10.3,1,8.3,16,Moms Cole Slaw,1,21.7,3.9,22.2,78433381915,2.3300,23
382,Moms,6,10.2,1,8.19,77,Moms Roasted Chicken,1,13.7,16.3,12.4,79627898335,1.6200,27
383,Moms,7,13.2,1,11.1,8,Moms Corned Beef,1,12.1,11.3,9.78,13063635230,2.7500,33
384,Moms,9,14.7,1,12.6,8,Moms Sliced Turkey,1,18.5,6.15,11.2,49593787789,0.5400,25
385,Moms,9,11.3,0,9.3,8,Moms Sliced Ham,0,3.99,22.8,16.6,31050249934,1.5600,5
386,Moms,10,16.9,1,13.8,16,Moms Potato Salad,1,19.5,9.91,14.4,36818168759,2.2300,15
387,Moms,8,17.7,0,16.7,8,Moms Sliced Chicken,1,13.6,21.3,19,88729438185,2.4100,14
388,Urban,12,19.3,1,17.2,66,Urban Small Brown Eggs,1,10,22.8,19.4,63735123276,2.3500,35
389,Urban,10,14.1,0,12.1,66,Urban Large Brown Eggs,0,6.05,3.86,14,84884158968,1.7900,27
390,Urban,9,10.3,0,8.3,66,Urban Small Eggs,1,19.1,7.19,5.77,29127610325,3.7400,34
391,Urban,7,9.21,0,7.21,66,Urban Large Eggs,0,3.87,5.17,22.5,19514412283,1.3100,9
392,Urban,13,13,1,10,66,Urban Egg Substitute,0,19.4,9.12,5.84,89093499779,1.3000,29
393,Big Time,9,21.5,0,19.5,34,Big Time Low Fat Waffles,1,11.1,8.88,10.6,48718068003,1.1200,14
394,Big Time,12,10.4,0,7.39,110,Big Time Orange Popsicles,1,16.5,11.7,5.83,76317880749,3.1300,13
395,Big Time,6,8.3,0,6.3,100,Big Time Frozen Chicken Breast,1,21.5,11.8,18.9,71278085112,2.2200,30
396,Big Time,10,16.3,0,14.2,29,Big Time Frozen Pancakes,1,5.92,20.4,11.4,13234835267,3.2400,25
397,Big Time,7,12,0,9,63,Big Time Low Fat French Fries,0,11.6,12.6,10.8,67432805895,1.3500,5
398,Big Time,7,15.5,1,12.5,64,Big Time Frozen Sausage Pizza,1,22.4,18.7,18.8,68627322316,0.8000,7
399,Big Time,7,10.2,0,8.19,34,Big Time Blueberry Waffles,0,13.4,19.7,15.1,92063059210,0.8700,29
400,Big Time,10,9.57,0,8.56,63,Big Time Fajita French Fries,1,20.4,18.9,15.8,38593211770,1.4300,34
401,Big Time,8,13.9,0,11.8,34,Big Time Waffles,0,18.4,21.7,20.1,55168845057,0.7000,30
402,Big Time,5,9.16,1,7.15,64,Big Time Frozen Pepperoni Pizza,1,11.8,11.6,7.49,60936763882,1.1300,8
403,Big Time,6,13.6,1,11.6,64,Big Time Frozen Cheese Pizza,1,4.85,16.6,9.78,77728862166,1.5500,33
404,Big Time,9,6.98,0,3.98,64,Big Time Frozen Mushroom Pizza,1,13.8,4.28,9.14,52734547257,1.2500,35
405,Big Time,12,19.6,0,17.6,34,Big Time Apple Cinnamon Waffles,0,9.24,7.65,13.3,73883582949,3.6900,33
406,Big Time,8,20.7,0,18.7,60,Big Time Frozen Carrots,0,20.6,4.74,22.8,18127034306,1.6400,1
407,Big Time,9,6.35,1,5.34,10,Big Time Turkey TV Dinner,0,14.5,20.6,13.2,98513836264,3.2100,34
408,Big Time,6,15.7,1,14.6,10,Big Time Chicken TV Dinner,1,13.4,14.9,11.5,78092923760,2.2000,19
409,Big Time,11,10.9,1,8.89,10,Big Time Beef TV Dinner,1,14.3,12.6,10,37717491984,3.9100,15
410,Big Time,7,19.8,1,18.7,28,Big Time Pancake Mix,0,13.4,19.1,7.9,10436475872,1.2600,8
411,Big Time,6,8.25,1,7.25,110,Big Time Grape Popsicles,1,6.45,19.7,10.9,95396680235,0.5100,33
412,Big Time,12,18.9,1,15.8,63,Big Time Home Style French Fries,1,19.9,6.28,17.1,91970587372,1.3800,14
413,Big Time,6,18.4,0,17.3,110,Big Time Lime Popsicles,1,4.55,12,14.2,56168558001,2.2500,28
414,Big Time,12,19.9,1,16.8,9,Big Time Ice Cream,1,16.3,19.9,12,33460944294,2.7700,3
415,Big Time,10,17.4,1,16.3,9,Big Time Ice Cream Sandwich,1,16.5,18.9,21.9,80798811316,2.9100,6
416,Big Time,8,7.2,0,6.19,60,Big Time Frozen Cauliflower,1,16.6,4.05,21.7,27328963875,3.3200,21
417,Big Time,9,14.2,0,12.1,60,Big Time Frozen Broccoli,1,3.76,4.82,19.7,20002467036,2.7200,4
418,Big Time,13,13.2,0,11.1,60,Big Time Frozen Corn,1,15.9,8.34,4.8,25770385861,3.1600,15
419,Big Time,9,8.5,0,6.5,60,Big Time Frozen Peas,0,11.8,3.84,22,11583785414,3.5700,10
420,Big Time,12,20.6,1,19.6,9,Big Time Popsicles,1,9.94,9.4,15,41470299363,2.2700,29
421,Big Time,11,6.19,0,4.19,100,Big Time Frozen Chicken Thighs,1,3.71,6.53,16.9,62619335055,2.9500,23
422,Big Time,12,7.87,1,5.86,100,Big Time Frozen Chicken Wings,0,15,5.8,16,72960656285,3.6700,33
423,Big Time,9,17.2,1,15.2,110,Big Time Lemon Popsicles,0,21.5,7.84,5.5,63347458243,1.4700,5
424,Steady,7,9.65,0,7.64,78,Steady Silky Smooth Hair Conditioner,1,10.7,17.6,21.1,66828675866,1.4500,14
425,Steady,7,9.18,0,6.18,39,Steady Tartar Control Toothpaste,0,20.9,20.9,18.9,26453244090,1.2800,29
426,Steady,13,11.5,0,10.5,39,Steady Whitening Toothpast,0,20.1,11,8.92,65270097851,0.6000,30
427,Steady,7,8.89,0,5.89,39,Steady Toothpaste,0,16,13,13.5,84132432341,2.1400,26
428,Steady,7,8.43,0,7.43,39,Steady Deodorant,0,6.18,16.3,11.3,26089182496,0.6700,6
429,Steady,13,12,0,10,79,Steady Conditioning Shampoo,1,4.93,6.71,21.2,67602064013,1.5100,7
430,Steady,12,11.5,0,8.5,79,Steady Extra Moisture Shampoo,1,15,10,19,44894450306,1.8000,32
431,Steady,12,19.9,0,18.8,88,Steady Angled Toothbrush,0,7.5,3.9,18.4,92232317328,0.9600,11
432,Steady,9,11.3,0,9.3,79,Steady Apricot Shampoo,0,10.2,22.1,13.7,38762469887,2.3500,13
433,Steady,9,10.8,0,8.8,70,Steady Childrens Aspirin,1,20.3,5.49,11.5,31435973048,1.7400,28
434,Steady,8,19.1,0,18.1,70,Steady Buffered Aspirin,0,12.7,19.3,10.8,37203891873,1.4200,17
435,Steady,6,11.8,0,9.8,71,Steady 200 MG Ibuprofen,1,14.9,17.8,6.09,23017291426,2.8300,18
436,Steady,5,6.32,0,4.32,72,Steady 200 MG Acetominifen,0,21.6,13,18.5,64120846390,1.5300,33
437,Steady,9,19.9,0,17.8,73,Steady HCL Nasal Spray,0,12.3,5.08,8.21,19172012209,1.9700,14
438,Steady,12,19.5,0,16.5,73,Steady Dishwasher Detergent,1,22.5,8.38,5.99,84394162297,1.9300,35
439,Steady,10,21.8,0,20.7,75,Steady Multi-Symptom Cold Remedy,1,21.8,18.5,15.9,74780964255,3.5000,1
440,Steady,9,19.2,0,17.2,75,Steady Childrens Cold Remedy,1,17.6,20.5,20.6,78262181878,0.6700,26
441,Steady,8,13.7,0,10.6,74,Steady Laundry Detergent,1,4.37,15.7,13.1,37886750102,0.5700,6
442,Steady,6,21.1,0,20.1,74,Steady Mint Mouthwash,0,7.08,14,8.4,76703603863,2.2400,8
443,Red Wing,10,20.6,0,18.6,80,Red Wing 60 Watt Lightbulb,1,17.2,17.3,6.18,95565938353,1.3300,29
444,Red Wing,10,20.1,0,18.1,56,Red Wing Plastic Forks,0,7.8,22.5,20.4,13620558381,2.5900,9
445,Red Wing,11,16.5,0,15.5,56,Red Wing Plastic Spoons,1,13.9,8.96,21,91720659136,3.4600,17
446,Red Wing,10,11,0,9,56,Red Wing Plastic Knives,0,20.6,4.14,13.4,69013045430,3.7500,31
447,Red Wing,6,19.4,0,17.3,101,Red Wing C-Size Batteries,1,13,18,12.8,81231741309,2.8800,15
448,Red Wing,7,15.8,0,14.8,80,Red Wing 100 Watt Lightbulb,0,19.2,4.44,13.4,27761893868,1.5400,23
449,Red Wing,10,10.3,0,8.3,101,Red Wing AAA-Size Batteries,1,5.93,19.6,5.9,20435397028,3.6900,9
450,Red Wing,10,18.9,0,17.8,55,Red Wing Paper Plates,0,13.2,3.56,10.2,26203315854,3.3700,18
451,Red Wing,11,13.4,0,11.3,55,Red Wing Paper Cups,1,19.9,18.7,22.7,78114585280,1.7800,25
452,Red Wing,11,11.1,0,8.1,80,Red Wing 75 Watt Lightbulb,0,5.54,5.32,3.26,53120270371,2.4800,5
453,Red Wing,6,19.4,0,18.3,22,Red Wing Toilet Bowl Cleaner,1,17.9,19.2,22.6,74269306063,2.9200,24
454,Red Wing,6,14,0,12,22,Red Wing Counter Cleaner,0,4.68,14.3,15,18512757420,0.9300,3
455,Red Wing,7,10.4,0,7.39,22,Red Wing Glass Cleaner,1,10.8,20.7,15.6,64571403861,1.6800,11
456,Red Wing,11,13.7,0,12.6,80,Red Wing 25 Watt Lightbulb,1,19.8,6.56,9.73,68052621483,2.6700,30
457,Red Wing,11,13.2,0,11.1,101,Red Wing AA-Size Batteries,1,9.95,9.86,7.51,27677189707,2.2600,10
458,Red Wing,9,16.8,0,14.7,101,Red Wing D-Size Batteries,1,8.7,20.1,17.4,66494043469,1.5000,10
459,Red Wing,12,16.4,0,15.3,18,Red Wing Paper Towels,0,18.8,3.49,15.2,85356377959,0.6400,31
460,Red Wing,11,13.7,0,11.6,18,Red Wing Soft Napkins,1,14.6,5.52,19.8,93410997986,1.6100,21
461,Red Wing,8,16.1,0,13.1,18,Red Wing Scented Tissue,0,13.9,15.6,9.86,81511098742,2.7200,23
462,Red Wing,8,15.6,0,14.6,18,Red Wing Toilet Paper,1,4.12,18.9,7.65,58803485035,2.1200,2
463,Red Wing,12,8.28,0,5.27,18,Red Wing Tissues,1,11.4,22.9,11.9,16141352057,1.2500,18
464,Red Wing,9,15.6,0,14.6,18,Red Wing Scented Toilet Tissue,1,14.1,21.1,7.28,41454463601,3.5600,20
465,Red Wing,9,15.2,0,13.1,20,Red Wing Room Freshener,0,4.26,4.5,5.06,34127966761,2.9500,35
466,Red Wing,8,8.79,0,5.78,40,Red Wing Frying Pan,0,16.1,18.5,4.36,39895885586,2.6300,23
467,Red Wing,7,8.33,0,7.32,87,Red Wing Copper Cleaner,1,6.3,21.8,22.1,91807155013,3.8100,3
468,Red Wing,14,10.6,0,9.6,47,Red Wing Bees Wax Candles,1,5.58,12,12.1,66812840104,1.7400,5
469,Red Wing,13,8.03,0,5.02,87,Red Wing Silver Cleaner,1,21.4,14,16.7,87961875796,1.2900,30
470,Red Wing,7,7.57,0,5.57,86,Red Wing Copper Pot Scrubber,1,11.5,17.3,14.5,32205327153,2.9000,15
471,Red Wing,14,9.93,0,7.93,85,Red Wing Economy Toilet Brush,0,10.8,7.5,4.55,22592129111,0.8300,17
472,Red Wing,12,9.47,0,8.47,41,Red Wing Scissors,1,20.9,10.8,22.3,57052045464,0.8200,10
473,Red Wing,12,14,0,12,42,Red Wing Large Sponge,0,15,4.17,21.8,82774483561,0.7300,24
